"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Professional Title","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","Carrier Route","Delivery Point Barcode","County","Metro Area","Neighborhood","Phone Number Combined","Fax Number Combined","Toll Free Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary SIC Ad Size","Primary SIC Year Appeared","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 2 Ad Size","SIC Code 2 Year Appeared","SIC Code 3","SIC Code 3 Description","SIC Code 3 Ad Size","SIC Code 3 Year Appeared","SIC Code 4","SIC Code 4 Description","SIC Code 4 Ad Size","SIC Code 4 Year Appeared","SIC Code 5","SIC Code 5 Description","SIC Code 5 Ad Size","SIC Code 5 Year Appeared","SIC Code 6","SIC Code 6 Description","SIC Code 6 Ad Size","SIC Code 6 Year Appeared","SIC Code 7","SIC Code 7 Description","SIC Code 7 Ad Size","SIC Code 7 Year Appeared","SIC Code 8","SIC Code 8 Description","SIC Code 8 Ad Size","SIC Code 8 Year Appeared","SIC Code 9","SIC Code 9 Description","SIC Code 9 Ad Size","SIC Code 9 Year Appeared","SIC Code 10","SIC Code 10 Description","SIC Code 10 Ad Size","SIC Code 10 Year Appeared","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Franchise Description 1","Franchise Description 2","Franchise Description 3","Franchise Description 4","Franchise Description 5","Cuisine Code","Cuisine Code Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Corporate Employee Size Range","Corporate Employee Size Actual","Corporate Sales Volume Range","Corporate Sales Volume Actual","Type of Business","Location Type","IUSA Number","Parent IUSA Number","Subsidiary IUSA Number","Foreign Parent Flag","EIN 1","EIN 2","EIN 3","Fortune 1000 Ranking","Credit Cards Accepted","Last Updated On","Years In Database","Year Established","Square Footage","Home Business","Credit Score Alpha","Latitude","Longitude","Government Office","Location Centerpoint","Import Export Flag","Own or Lease","Firm or Individual","Monday Open","Monday Close","Tuesday Open","Tuesday Close","Wednesday Open","Wednesday Close","Thursday Open","Thursday Close","Friday Open","Friday Close","Saturday Open","Saturday Close","Sunday Open","Sunday Close","Executive First Name 1","Executive Last Name 1","Executive Title 1","Executive Gender 1","Executive First Name 2","Executive Last Name 2","Executive Title 2","Executive Gender 2","Executive First Name 3","Executive Last Name 3","Executive Title 3","Executive Gender 3","Executive First Name 4","Executive Last Name 4","Executive Title 4","Executive Gender 4","Executive First Name 5","Executive Last Name 5","Executive Title 5","Executive Gender 5","Executive First Name 6","Executive Last Name 6","Executive Title 6","Executive Gender 6","Executive First Name 7","Executive Last Name 7","Executive Title 7","Executive Gender 7","Executive First Name 8","Executive Last Name 8","Executive Title 8","Executive Gender 8","Executive First Name 9","Executive Last Name 9","Executive Title 9","Executive Gender 9","Executive First Name 10","Executive Last Name 10","Executive Title 10","Executive Gender 10","Executive First Name 11","Executive Last Name 11","Executive Title 11","Executive Gender 11","Executive First Name 12","Executive Last Name 12","Executive Title 12","Executive Gender 12","Executive First Name 13","Executive Last Name 13","Executive Title 13","Executive Gender 13","Executive First Name 14","Executive Last Name 14","Executive Title 14","Executive Gender 14","Executive First Name 15","Executive Last Name 15","Executive Title 15","Executive Gender 15","Executive First Name 16","Executive Last Name 16","Executive Title 16","Executive Gender 16","Executive First Name 17","Executive Last Name 17","Executive Title 17","Executive Gender 17","Executive First Name 18","Executive Last Name 18","Executive Title 18","Executive Gender 18","Executive First Name 19","Executive Last Name 19","Executive Title 19","Executive Gender 19","Executive First Name 20","Executive Last Name 20","Executive Title 20","Executive Gender 20","Executive First Name 21","Executive Last Name 21","Executive Title 21","Executive Gender 21","Executive First Name 22","Executive Last Name 22","Executive Title 22","Executive Gender 22","Executive First Name 23","Executive Last Name 23","Executive Title 23","Executive Gender 23","Executive First Name 24","Executive Last Name 24","Executive Title 24","Executive Gender 24","Executive First Name 25","Executive Last Name 25","Executive Title 25","Executive Gender 25","Executive First Name 26","Executive Last Name 26","Executive Title 26","Executive Gender 26","Executive First Name 27","Executive Last Name 27","Executive Title 27","Executive Gender 27","Executive First Name 28","Executive Last Name 28","Executive Title 28","Executive Gender 28","Executive First Name 29","Executive Last Name 29","Executive Title 29","Executive Gender 29","Executive First Name 30","Executive Last Name 30","Executive Title 30","Executive Gender 30","Executive First Name 31","Executive Last Name 31","Executive Title 31","Executive Gender 31","Executive First Name 32","Executive Last Name 32","Executive Title 32","Executive Gender 32","Executive First Name 33","Executive Last Name 33","Executive Title 33","Executive Gender 33","Executive First Name 34","Executive Last Name 34","Executive Title 34","Executive Gender 34","Executive First Name 35","Executive Last Name 35","Executive Title 35","Executive Gender 35","Executive First Name 36","Executive Last Name 36","Executive Title 36","Executive Gender 36","Executive First Name 37","Executive Last Name 37","Executive Title 37","Executive Gender 37","Executive First Name 38","Executive Last Name 38","Executive Title 38","Executive Gender 38","Executive First Name 39","Executive Last Name 39","Executive Title 39","Executive Gender 39","Executive First Name 40","Executive Last Name 40","Executive Title 40","Executive Gender 40","Executive First Name 41","Executive Last Name 41","Executive Title 41","Executive Gender 41","Executive First Name 42","Executive Last Name 42","Executive Title 42","Executive Gender 42","Executive First Name 43","Executive Last Name 43","Executive Title 43","Executive Gender 43","Executive First Name 44","Executive Last Name 44","Executive Title 44","Executive Gender 44","Executive First Name 45","Executive Last Name 45","Executive Title 45","Executive Gender 45","Executive First Name 46","Executive Last Name 46","Executive Title 46","Executive Gender 46","Executive First Name 47","Executive Last Name 47","Executive Title 47","Executive Gender 47","Executive First Name 48","Executive Last Name 48","Executive Title 48","Executive Gender 48","Executive First Name 49","Executive Last Name 49","Executive Title 49","Executive Gender 49","Executive First Name 50","Executive Last Name 50","Executive Title 50","Executive Gender 50","Ticker Symbol","Stock Exchange","Accounting Expenses","Advertising  Expenses","Computer Expenses","Contract Labor Expenses","Insurance Expenses","Legal Expenses","Office Supplies Expense","Management/Administration Expenses","Package Container Expense","Payroll and Benefits Expenses","Purchase Print Expenses","Rent Expenses","Telcom Expenses","Utilities Expenses","Mailing Address","Mailing City","Mailing State","Mailing Zip Code","Mailing Zip Four","Mailing Carrier Route","Mailing Delivery Point Bar Code","Twitter","Linked-In","Facebook","Franchise/Specialty Code 2.0","Franchise/Specialty Code 2.1","Franchise/Specialty Code 3.0","Franchise/Specialty Code 3.1","Franchise/Specialty Code 4.0","Franchise/Specialty Code 4.1","Franchise/Specialty Code 5.0","Franchise/Specialty Code 5.1","Franchise/Specialty Code 6.0","Affiliated Records","Franchise/Specialty Code 6.1","Affiliated Locations","Federal Contractor","Census Block Group","Legal Name","Record Type"
"Oakbrook Endodontic Assoc LTD","","Jeffrey","Hembrough","DDS","","Male","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","Bold","1992","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$360,000","","000000","","$0","Private","Single Loc","45-971-1479","000000000","000000000","","","","","0000","MV","202503","35","","","No","B+","041.850000","-087.956800","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","Jeffrey","Hembrough","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","Cindy R","Rauschenberger","DDS","","Female","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","","2007","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$360,000","","000000","","$0","Private","Single Loc","64-855-3139","000000000","000000000","","362774343","366529098","","0000","","202602","20","","","No","B+","041.850000","-087.956800","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","Cindy R","Rauschenberger","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","Vince","Penesis","DDS","","Male","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","Bold","2005","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","36-223-4114","000000000","000000000","","","","","0000","MV","202010","22","","","No","B+","041.850000","-087.956800","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","Vince","Penesis","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","James F","Gianakakis","","President","Male","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","We Take Pride IN Providing You With A Comfortable Office Experience Where Our Doctors And Qualified Staff Are Friendly And Knowledgeable. Our Three Offices Are Conveniently Located IN Oak Brook, Naperville And Plainfield, Illinois. We Invite You To Call Any Of Our Offices With Questions OR To Request An Appointment. We Will Do Everything Possible To Ensure You A Pleasant Visit.","802101","Dentists","Bold","1985","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","10 to 19","00012","$1-2.5 Million","$1,546,000","","000000","","$0","Private","Single Loc","15-071-9292","000000000","000000000","","362774343","","","0000","DMV","202601","42","","1,500 - 2,499","No","A+","041.850000","-087.956800","0","Zip Centroid","","Own","2","0800","1700","0800","1700","0800","1700","0800","1700","0800","1700","Closed","","Closed","","James F","Gianakakis","President","Male","Annette","Bruce","Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$5,000 to $10,000","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $50,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$25,000 to $50,000","$500 to $1,000","$500,000 to $1 Million","$2,500 to $5,000","$25,000 to $50,000","$5,000 to $20,000","$10,000 to $25,000","","Oak Brook","IL","60523","","","","","","https://www.facebook.com/oakbrookendo/","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","Mark S","Palo","DDS","","Male","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","Bold","1997","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$360,000","","000000","","$0","Private","Single Loc","97-124-7382","000000000","000000000","","","","","0000","MV","202501","30","","","No","B+","041.850000","-087.956800","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","Mark S","Palo","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","James F","Gianakakis","DDS","","Male","120 Oakbrook Ctr # 714","Oak Brook","IL","60523","1882","C020","203","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","Bold","1991","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","44-271-9381","000000000","000000000","","","","","0000","MV","202010","36","","","No","B+","041.850000","-087.956800","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","James F","Gianakakis","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Endodontic Assoc LTD","","Brett E","Gilbert","DDS","","Male","1704 Midwest Club Pkwy","Oak Brook","IL","60523","2589","C053","046","Du Page","Chicago-Npvl, IL","","(630) 654-3331","6309542910","","Illinoisendo.Com","","802101","Dentists","","2007","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$360,000","","000000","","$0","Private","Single Loc","64-855-3105","000000000","000000000","","","","","0000","","202502","20","","","Yes","B+","041.827225","-087.974548","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Brett E","Gilbert","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oak Brook","IL","60523","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Oakbrook Terrace","","Jim","Skoumal","DDS","Owner","Male","18w435 Roosevelt Rd # 201","Lombard","IL","60148","4142","C006","352","Du Page","Chicago-Npvl, IL","","(630) 640-5355","","","Jimskoumaldds.Com","","802101","Dentists","","2021","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00005","$500,000-1 Million","$644,000","","000000","","$0","Private","Single Loc","76-160-7186","000000000","000000000","","","","","0000","","202310","6","","1,500 - 2,499","No","A","041.860135","-087.988469","1","Parcel","","Own","2","0800","1800","0900","1800","1000","2000","0900","1800","0900","1600","0900","1400","Closed","","Jim","Skoumal","Owner","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Obi Aditya Singh DDS","","Aditya S","Obi","DDS","","Male","6311 Woodward Ave","Downers Grove","IL","60516","2311","C051","113","Du Page","Chicago-Npvl, IL","","(718) 737-4824","","","","","802101","Dentists","","2023","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","78-822-9693","000000000","000000000","","","","","0000","","202306","4","","","No","B+","041.772146","-088.031679","1","Site Level","","Unknown","1","","","","","","","","","","","","","","","Aditya S","Obi","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Downers Grove","IL","60516","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Ogden Dental","","Jennifer","Gilbert","","Office Manager","Female","1767 W Ogden Ave # 123","Naperville","IL","60540","3956","C093","480","Du Page","Chicago-Npvl, IL","","(630) 983-2600","6309832671","","Ogdendental.Com","Dr. Mike Lakota Addresses Minor To Complex Dental Problems For Patients Of All Ages. Specialties Include Smile Makeovers, Implants, Tmj And Sleep Apnea Treatment Provided With State-Of-The-Art Technology, And Compassionate Care.","802101","Dentists","Bold","1997","802101","Dentists","","","802104","Cosmetic Dentistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","62121004","Offices Of Dentists","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00004","$500,000-1 Million","$516,000","","000000","","$0","Private","Single Loc","94-709-5089","000000000","000000000","","","","","0000","ADMV","202601","30","","2,500 - 4,999","No","A","041.762314","-088.188083","0","Parcel","","Unknown","2","0800","1900","0900","1900","0800","1900","0900","1900","0800","1300","0900","1300","Closed","","Jennifer","Gilbert","Office Manager","Female","Sohail","Shafi","Manager","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$500 to $1,000","$5,000 to $10,000","$5,000 to $10,000","Less than $500","$100,000 to $250,000","$500 to $1,000","$10,000 to $25,000","$2,000 to $5,000","$10,000 to $25,000","1730 Park St # 106","Naperville","IL","60563","2609","C076","319","https://twitter.com/drlakota","","https://www.facebook.com/integra-dental-108913090645808","","","","","","","","","","000000","","000000","No","2","","Verified"
"Ogden Dental Studio","","Julio C","Argueta","","","Male","518 Ogden Ave","Downers Grove","IL","60515","3064","C011","181","Du Page","Chicago-Npvl, IL","","(630) 271-0300","6303228158","","Ogdendentalstudio.Com","","802101","Dentists","","2022","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","76-522-5527","000000000","000000000","","","","","0000","","202211","5","","","No","B+","041.809853","-087.998796","1","Parcel","","Own","1","1000","1800","0800","1600","0900","1700","1000","1800","0800","1200","Closed","","Closed","","Julio C","Argueta","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Ogden Dental Studio","","Claire","Doane","","Operations","Female","518 Ogden Ave","Downers Grove","IL","60515","3064","C011","181","Du Page","Chicago-Npvl, IL","","(630) 271-0300","","","Ogdendentalstudio.Com","","802101","Dentists","","2024","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00005","$500,000-1 Million","$644,000","","000000","","$0","Private","Single Loc","82-007-2707","000000000","000000000","","","","","0000","","202601","3","","1,500 - 2,499","No","A","041.809853","-087.998796","0","Parcel","","Unknown","2","1000","1800","0800","1600","0900","1700","1000","1800","0800","1200","Closed","","Closed","","Claire","Doane","Operations","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Ogden Valley Dental","","Neha","Gupta","DDS","","Female","1224 W Ogden Ave # A","Naperville","IL","60563","3976","C112","735","Du Page","Chicago-Npvl, IL","","(630) 305-6161","","","Ogdenvalleydental.Com","","802101","Dentists","","2017","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","73-348-4509","000000000","000000000","","","","","0000","","202011","10","","","No","B+","041.780979","-088.176394","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Neha","Gupta","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naperville","IL","60563","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Ogden Valley Dental","","Michael P","Jankowski","","Manager","Male","1224 W Ogden Ave # B","Naperville","IL","60563","3976","C112","744","Du Page","Chicago-Npvl, IL","","(630) 305-6161","6307011966","","Ogdenvalleydental.Com","Throughout Our Website, You Will Find An Abundance Of Information About Our Practice, Procedures We Provide, Our Naperville Dentist And Dentistry IN General. Please Explore And Learn As Much About Dentistry And Our Services As You Desire. We Believe Our Patients Should Have As Much Information As Possible IN Order To Make Important, Informed Decisions Regarding Their Oral Health And Treatment Options. Our Patients Are Our Most Important Asset, And We Strive To Develop Long-Lasting, Trusting Relationships With All Of Our Patients. Your Referrals Are Welcome And Appreciated. We Look Forward To Seeing You! Ogden Valley Dental Of Naperville, Il. We Make Beautiful Smiles A Reality. Quality Dental Care Provided By Dentists Roshini Neduvelil, Reem Shafi And Staff At Our Beautiful IL Office. Providing A Wide Array Of Dental Procedures Including Hygiene/Periodontal Health, Bonding/White Fillings, Root Canal ( Endodontics ), Dental Implants, Naperville Bridges, Extractions, Naperville Veneers, Bone Grafting, Crowns, Crown Lengthening, Dentures/Partial Dentures, Post Op Instructions, Naperville Teeth Whitening, Zoom! Whitening, Medicaid, Teeth Whitening, Dental Implants, Root Canal, Emergency And Many Other Services. All Of This Available IN Our Convenient Dentist Office IN Naperville, Il. Also Proudly Serving: Naperville","802101","Dentists","Bold","2006","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","5 to 9","00005","$500,000-1 Million","$644,000","","000000","","$0","Private","Single Loc","39-394-7072","000000000","000000000","","","","","0000","MV","202601","21","","2,500 - 4,999","No","A","041.780979","-088.176394","0","Parcel","","Own","2","0900","1900","0900","1900","0900","1900","0900","1900","0900","1300","0900","1300","Closed","","Michael P","Jankowski","Manager","Male","Sohail S","Shafi","Manager","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$500 to $1,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$1,000 to $2,500","$25,000 to $50,000","$2,000 to $5,000","$10,000 to $25,000","1730 Park St # 106","Naperville","IL","60563","2609","C076","319","","","https://www.facebook.com/ogdenvalleydental/reviews","","","","","","","","","","000000","","000000","No","2","","Verified"
